13097	0.10	0	0	0
13149	0.10	0	0	0
13200	0.10	0	0	0
13251	0.10	0	0	0
13302	0.10	0	0	0
13353	0.10	0	0	0
13405	0.10	0	0	0
13456	0.10	0	0	0
13507	0.10	0	0	0
13558	0.10	0	0	0
13609	0.10	0	0	0
13661	0.10	0	0	0
13712	0.10	0	0	0
13763	0.10	0	0	0
13814	0.10	0	0	0
13865	0.10	0	0	0
13917	0.10	0	0	0
13968	0.10	0	0	0
14019	0.10	0	0	0
14070	0.10	0	0	0
14121	0.10	0	0	0
14173	0.10	0	0	0
14224	0.10	0	0	0
14275	0.10	0	0	0
14326	0.10	0	0	0
14377	0.10	0	0	0
14429	0.10	0	0	0
14480	0.10	0	0	0
14531	0.10	0	0	0
14582	0.10	0	0	0
14633	0.10	0	0	0
14685	0.10	0	0	0
14736	0.10	0	0	0
14787	0.09	0	0	0
14838	0.09	0	0	0
14889	0.09	0	0	0
14941	0.09	0	0	0
14992	0.09	0	0	0
15043	0.09	0	0	0
15094	0.09	0	0	0
15145	0.09	0	0	0
15196	0.09	0	0	0
15247	0.09	0	0	0
15298	0.10	0	0	0
15349	0.10	0	0	0
15400	0.10	0	0	0
15452	0.10	0	0	0
15503	0.10	0	0	0
15554	0.10	0	0	0
15605	0.10	0	0	0
15656	0.10	0	0	0
15708	0.10	0	0	0
15759	0.10	0	0	0
15810	0.10	0	0	0
15861	0.10	0	0	0
15912	0.10	0	0	0
15964	0.10	0	0	0
16015	0.10	0	0	0
16066	0.10	0	0	0
16117	0.10	0	0	0
16168	0.10	0	0	0
16220	0.10	0	0	0
16271	0.10	0	0	0
16322	0.10	0	0	0
16373	0.10	0	0	0
16424	0.10	0	0	0
16476	0.10	0	0	0
16527	0.10	0	0	0
16578	0.10	0	0	0
16629	0.10	0	0	0
16680	0.10	0	0	0
16732	0.10	0	0	0
16783	0.10	0	0	0
16834	0.10	0	0	0
16885	0.10	0	0	0
16936	0.10	0	0	0
16988	0.10	0	0	0
17039	0.10	0	0	0
17090	0.09	0	0	0
17141	0.09	0	0	0
17192	0.09	0	0	0
17244	0.09	0	0	0
17295	0.09	0	0	0
17346	0.09	0	0	0
17396	0.09	0	0	0
17447	0.09	0	0	0
17499	0.09	0	0	0
17550	0.09	0	0	0
17601	0.09	0	0	0
17652	0.09	0	0	0
17703	0.09	0	0	0
17755	0.09	0	0	0
17806	0.09	0	0	0
17857	0.09	0	0	0
17908	0.09	0	0	0
17959	0.09	0	0	0
18011	0.09	0	0	0
18062	0.09	0	0	0
18113	0.09	0	0	0
18164	0.09	0	0	0
18215	0.09	0	0	0
18267	0.09	0	0	0
18318	0.09	0	0	0
18369	0.09	0	0	0
18420	0.09	0	0	0
18471	0.09	0	0	0
18523	0.09	0	0	0
18574	0.09	0	0	0
18625	0.09	0	0	0
18676	0.09	0	0	0
18727	0.09	0	0	0
18779	0.09	0	0	0
18830	0.09	0	0	0
18881	0.09	0	0	0
18932	0.09	0	0	0
18983	0.09	0	0	0
19034	0.09	0	0	0
19085	0.09	0	0	0
19136	0.09	0	0	0
19187	0.10	0	0	0
19238	0.10	0	0	0
19290	0.10	0	0	0
19341	0.10	0	0	0
19392	0.10	0	0	0
19443	0.10	0	0	0
19494	0.10	0	0	0
19546	0.10	0	0	0
19597	0.10	0	0	0
19648	0.10	0	0	0
19699	0.10	0	0	0
19750	0.10	0	0	0
19802	0.10	0	0	0
19853	0.10	0	0	0
19904	0.10	0	0	0
19955	0.10	0	0	0
20006	0.10	0	0	0
20058	0.10	0	0	0
20109	0.10	0	0	0
20160	0.10	0	0	0
20211	0.10	0	0	0
20262	0.10	0	0	0
20314	0.10	0	0	0
20365	0.10	0	0	0
20416	0.10	0	0	0
20467	0.10	0	0	0
20518	0.10	0	0	0
20570	0.10	0	0	0
20621	0.10	0	0	0
20672	0.10	0	0	0
20723	0.10	0	0	0
20774	0.10	0	0	0
20826	0.10	0	0	0
20877	0.09	0	0	0
20928	0.10	0	0	0
20979	0.09	0	0	0
21030	0.09	0	0	0
21082	0.09	0	0	0
21133	0.09	0	0	0
21184	0.09	0	0	0
21235	0.09	0	0	0
21285	0.09	0	0	0
21337	0.09	0	0	0
21388	0.09	0	0	0
21439	0.10	0	0	0
21490	0.10	0	0	0
21541	0.10	0	0	0
21593	0.10	0	0	0
21644	0.10	0	0	0
