21184	0.05	0	0	0
21235	0.05	0	0	0
21286	0.05	0	0	0
21338	0.05	0	0	0
21388	0.05	0	0	0
21439	0.05	0	0	0
21490	0.05	0	0	0
21541	0.05	0	0	0
21593	0.05	0	0	0
21644	0.05	0	0	0
21695	0.05	0	0	0
21746	0.05	0	0	0
21797	0.05	0	0	0
21849	0.05	0	0	0
21900	0.05	0	0	0
21951	0.05	0	0	0
22002	0.05	0	0	0
22053	0.05	0	0	0
22105	0.05	0	0	0
22156	0.05	0	0	0
22207	0.05	0	0	0
22258	0.05	0	0	0
22309	0.05	0	0	0
22361	0.05	0	0	0
22412	0.05	0	0	0
22463	0.05	0	0	0
22514	0.05	0	0	0
22565	0.05	0	0	0
22617	0.05	0	0	0
22668	0.05	0	0	0
22719	0.05	0	0	0
22770	0.05	0	0	0
22821	0.05	0	0	0
22873	0.05	0	0	0
22924	0.05	0	0	0
22975	0.05	0	0	0
23026	0.05	0	0	0
23077	0.05	0	0	0
23129	0.05	0	0	0
23180	0.05	0	0	0
23231	0.05	0	0	0
23282	0.05	0	0	0
23333	0.05	0	0	0
23385	0.05	0	0	0
23436	0.05	0	0	0
23487	0.05	0	0	0
23537	0.05	0	0	0
23588	0.05	0	0	0
23640	0.05	0	0	0
23691	0.05	0	0	0
23742	0.05	0	0	0
23793	0.05	0	0	0
23844	0.05	0	0	0
23896	0.05	0	0	0
23947	0.05	0	0	0
23998	0.05	0	0	0
24049	0.05	0	0	0
24100	0.05	0	0	0
24152	0.05	0	0	0
24203	0.05	0	0	0
24254	0.05	0	0	0
24305	0.05	0	0	0
24356	0.05	0	0	0
24408	0.05	0	0	0
24459	0.05	0	0	0
24510	0.05	0	0	0
24561	0.05	0	0	0
24612	0.05	0	0	0
24664	0.05	0	0	0
24715	0.05	0	0	0
24766	0.05	0	0	0
24817	0.05	0	0	0
24868	0.05	0	0	0
24920	0.05	0	0	0
24971	0.05	0	0	0
25022	0.05	0	0	0
25073	0.05	0	0	0
25124	0.05	0	0	0
25176	0.05	0	0	0
25227	0.05	0	0	0
25278	0.05	0	0	0
25329	0.05	0	0	0
25380	0.05	0	0	0
25432	0.05	0	0	0
25483	0.05	0	0	0
25534	0.05	0	0	0
25585	0.05	0	0	0
25636	0.05	0	0	0
25688	0.05	0	0	0
25738	0.05	0	0	0
25789	0.05	0	0	0
25840	0.05	0	0	0
25891	0.05	0	0	0
25943	0.05	0	0	0
25994	0.05	0	0	0
26045	0.05	0	0	0
26096	0.05	0	0	0
26147	0.05	0	0	0
26199	0.05	0	0	0
26250	0.05	0	0	0
26301	0.05	0	0	0
26352	0.05	0	0	0
26403	0.05	0	0	0
26455	0.05	0	0	0
26506	0.05	0	0	0
26557	0.05	0	0	0
26608	0.05	0	0	0
26659	0.05	0	0	0
26711	0.05	0	0	0
26762	0.05	0	0	0
26813	0.05	0	0	0
26864	0.05	0	0	0
26915	0.05	0	0	0
26967	0.05	0	0	0
27018	0.05	0	0	0
27069	0.05	0	0	0
27120	0.05	0	0	0
27171	0.05	0	0	0
27223	0.05	0	0	0
27274	0.05	0	0	0
27325	0.05	0	0	0
27376	0.05	0	0	0
27427	0.05	0	0	0
27479	0.05	0	0	0
27530	0.05	0	0	0
27581	0.05	0	0	0
27632	0.05	0	0	0
27683	0.05	0	0	0
27735	0.05	0	0	0
27786	0.05	0	0	0
27837	0.05	0	0	0
27887	0.05	0	0	0
27938	0.05	0	0	0
27990	0.05	0	0	0
28041	0.05	0	0	0
28092	0.05	0	0	0
28143	0.05	0	0	0
28194	0.05	0	0	0
28246	0.05	0	0	0
28297	0.05	0	0	0
28348	0.05	0	0	0
28399	0.05	0	0	0
28450	0.05	0	0	0
28502	0.05	0	0	0
28553	0.05	0	0	0
28604	0.05	0	0	0
28655	0.05	0	0	0
28706	0.05	0	0	0
28758	0.05	0	0	0
28809	0.05	0	0	0
28860	0.05	0	0	0
28911	0.05	0	0	0
28962	0.05	0	0	0
29014	0.05	0	0	0
29065	0.05	0	0	0
29116	0.05	0	0	0
29167	0.05	0	0	0
29218	0.05	0	0	0
29270	0.05	0	0	0
29321	0.05	0	0	0
29372	0.05	0	0	0
29423	0.05	0	0	0
29474	0.05	0	0	0
29526	0.05	0	0	0
29577	0.05	0	0	0
29628	0.05	0	0	0
29679	0.05	0	0	0
29730	0.05	0	0	0
29782	0.05	0	0	0
29833	0.05	0	0	0
29884	0.05	0	0	0
29934	0.05	0	0	0
29985	0.05	0	0	0
30036	0.05	0	0	0
30088	0.05	0	0	0
30139	0.05	0	0	0
30190	0.05	0	0	0
30241	0.05	0	0	0
30292	0.05	0	0	0
30344	0.05	0	0	0
30395	0.05	0	0	0
30446	0.05	0	0	0
30497	0.05	0	0	0
30548	0.05	0	0	0
30600	0.05	0	0	0
30651	0.05	0	0	0
30702	0.05	0	0	0
30753	0.05	0	0	0
30804	0.05	0	0	0
30856	0.05	0	0	0
30907	0.05	0	0	0
30958	0.05	0	0	0
31009	0.05	0	0	0
31060	0.05	0	0	0
31112	0.05	0	0	0
31163	0.05	0	0	0
31214	0.05	0	0	0
31265	0.05	0	0	0
31316	0.05	0	0	0
31368	0.05	0	0	0
31419	0.04	0	0	0
31470	0.05	0	0	0
31521	0.05	0	0	0
31572	0.05	0	0	0
31624	0.05	0	0	0
31674	0.05	0	0	0
31725	0.05	0	0	0
31776	0.05	0	0	0
31827	0.05	0	0	0
31879	0.05	0	0	0
31930	0.05	0	0	0
31981	0.05	0	0	0
32032	0.05	0	0	0
32083	0.05	0	0	0
32135	0.05	0	0	0
32186	0.05	0	0	0
32237	0.05	0	0	0
32288	0.05	0	0	0
32339	0.05	0	0	0
32391	0.05	0	0	0
32442	0.05	0	0	0
32493	0.05	0	0	0
32544	0.05	0	0	0
32595	0.05	0	0	0
32647	0.05	0	0	0
32698	0.05	0	0	0
32749	0.05	0	0	0
32800	0.05	0	0	0
32851	0.05	0	0	0
32903	0.05	0	0	0
32954	0.05	0	0	0
33005	0.05	0	0	0
33056	0.05	0	0	0
33107	0.05	0	0	0
33159	0.05	0	0	0
33210	0.05	0	0	0
33261	0.05	0	0	0
33312	0.05	0	0	0
33363	0.05	0	0	0
33415	0.05	0	0	0
33466	0.05	0	0	0
33517	0.05	0	0	0
33568	0.05	0	0	0
33619	0.05	0	0	0
33671	0.05	0	0	0
33722	0.05	0	0	0
33773	0.05	0	0	0
33823	0.05	0	0	0
33874	0.05	0	0	0
33926	0.05	0	0	0
33977	0.05	0	0	0
34028	0.05	0	0	0
34079	0.05	0	0	0
34130	0.05	0	0	0
34182	0.05	0	0	0
34233	0.05	0	0	0
34284	0.05	0	0	0
34335	0.05	0	0	0
34386	0.05	0	0	0
34438	0.05	0	0	0
34489	0.05	0	0	0
34540	0.05	0	0	0
34591	0.05	0	0	0
34642	0.05	0	0	0
34694	0.05	0	0	0
34745	0.05	0	0	0
34796	0.05	0	0	0
34847	0.05	0	0	0
34898	0.05	0	0	0
34950	0.05	0	0	0
35001	0.05	0	0	0
35052	0.05	0	0	0
35103	0.05	0	0	0
35154	0.05	0	0	0
35206	0.05	0	0	0
35257	0.05	0	0	0
35308	0.05	0	0	0
35359	0.05	0	0	0
35410	0.05	0	0	0
35462	0.05	0	0	0
